	가게	주소	테마
1438	친절한비자씨	제주특별자치도 제주시 구좌읍 비자숲길 58	"#비자림 #비자림카페 #비자라떼
#음식 #식당"
1439	칠돈가 별관	제주특별자치도 제주시 남성로 43	"#흑돼지 #흑돼지맛집 #시내식당
#제주시내 #칠돈가 #음식 #식당"
1440	칠돈가 본점	제주특별자치도 제주시 서천길 1	"#돼지고기 #흑돼지 #제주흑돼지
#김치찌개 #근고기 #음식 #식당"
1441	칠돈가 중문점	제주특별자치도 서귀포시 중문관광로 8	"#흑돼지 #흑돼지맛집 #중문관광단지
#음식 #식당"
1442	칠돈가 표선직영점	제주특별자치도 서귀포시 표선면 표선당포로 13-1	"#표선 #표선해수욕장 #흑돼지
#근고기 #음식 #식당 #김치찌개"
1443	카페 8	제주특별자치도 제주시 노연로 12	"#커플 #친구 #휴식/힐링
#음식 #피자 #스파게티 #봉골레파스타 #아메리카노 #치즈케이크 #식당 #케이크"
1444	카페 글렌코	제주특별자치도 제주시 구좌읍 비자림로 1202	"#비자림로 #송당리 #핑크뮬리
#음식 #카페"
1445	카페 라라라	제주특별자치도 제주시 구좌읍 해맞이해안로 1430	"#구좌당근 #당근주스 #당근케이크
#세화해변 #세화카페 #음식"
1446	카페 베트로	제주특별자치도 서귀포시 안덕면 신화역사로304번길 38	"#카페 #신화월드 #음식
#햄버거 #피자 #감자튀김 #식당"
1447	카페 보름왓	제주특별자치도 서귀포시 표선면 번영로 2350-104	"#표선 #카페 #메밀
#계절꽃 #음식"
1448	카페 소바니	제주특별자치도 제주시 애월읍 곽지3길 18	"#카페 #디저트 #시리얼아이스크림
#티라미수케이크 #라이스푸딩 #음식 #바나나팬케이크 #수플레 #아이스크림 #바닐라라떼 #아메리카노 #케이크"
1449	카페2085	제주특별자치도 제주시 조천읍 선교로 185	"#카페 #브런치 #디저트
#커피 #음식"
1450	카페3535.1	제주특별자치도 제주시 조천읍 함덕2길 82	"#반려견 #카페 #음식
#아메리카노 #레몬에이드 #바닐라라떼 #카페라떼 #녹차라떼 #에스프레소 #식당"
1451	카페갤러리	제주특별자치도 제주시 조천읍 남조로 1717-24	"#디저트 #커피 #포토존
#셀프웨딩 #사려니숲길 #음식 #숲 #포토스팟 #도보 #도보여행 #에이드"
1452	카페나모나모	제주특별자치도 제주시 도두봉6길 4	"#도두동 #무지개해안도로 #오션뷰카페
#음식 #카페"
1453	카페더라이트	제주특별자치도 서귀포시 성산읍 한도로 269	"#성산일출봉 #우도 #감귤차
#음식 #에이드"
1454	카페더몹시	제주특별자치도 제주시 월대1길 10	"#카페 #커피 #음료
#빵 #음식 #자몽에이드 #블루베리스무디 #아메리카노 #샌드위치 #바닐라라떼 #카페라떼"
1455	카페록록	제주특별자치도 제주시 구좌읍 하도서문길 41	"#에그타르트 #구좌카페 #커피
#디저트 #음식 #카페"
1456	카페루나	제주특별자치도 서귀포시 안덕면 화순서동로 57-3	"#카페 #커피 #드립커피
#샌드위치 #음식 #아메리카노 #핸드드립커피 #브런치 #디저트"
1457	카페비글	제주특별자치도 제주시 조천읍 신촌남1길 69-1	"#반려견 #카페 #음식
#식당"
1458	카페비몽	제주특별자치도 제주시 구좌읍 비자림로 2279	"#카페 #커피 #당근케이크
#영귤차 #음식 #아메리카노 #샌드위치 #케이크 #디저트"
1459	카페빠네띠에	제주특별자치도 제주시 신설로9길 25	"#빵 #커피 #음료
#빵지순례 #제주빵집 #베이커리 #음식 #카페"
1460	카페선흘	제주특별자치도 제주시 조천읍 선교로 198	"#카페 #커피 #음료
#브런치 #음식 #아메리카노 #밀크티 #카페라떼 #파스타 #피자 #녹차라떼"
1461	카페세렌디	제주특별자치도 서귀포시 중문관광로72번길 29-9 라동 카페세렌디	"#부모 #커플 #혼자
#아이 #친구 #휴식/치유 #카페 #음식 #베이글 #아메리카노 #아보카도샐러드 #차 #에이드 #식당"
1462	카페스노우빈	제주특별자치도 제주시 조천읍 비자림로 702-41	"#healing #fourseasons #coffee
#soybean #soybean shaved ice #음식 #눈꽃빙수 #눈꽃우유빙수 #아메리카노 #카페라떼 #차 #청귤차 #에이드"
1463	카페아오오	제주특별자치도 서귀포시 성산읍 환해장성로 75	"#성산 #신산리 #올디쇼콜라
#올디바닐라 #건축상 #음식 #카페 #아메리카노 #카페라떼 #에이드"
1464	카페유주	제주특별자치도 제주시 한림읍 한림상로 17	"#한림 #디저트카페 #흑당라떼
#노키즈존 #치즈케이크 #까눌레 #음식 #카페"
1465	카페이시도르	제주특별자치도 제주시 한림읍 금악북로 353	"#성이시돌목장 #정물오름 #유기농우유
#목장 #크로와상 #음식 #카페"
1466	카페인우도	제주특별자치도 제주시 우도면 우도해안길 1040	"#우도 #우도땅콩아이스크림 #땅콩와플
#음식 #카페"
1467	카페탠저린	제주특별자치도 서귀포시 이어도로 880	#브런치 #귤밭 #음식
1468	카페하물	제주특별자치도 제주시 애월읍 애월해안로 58	"#커피 #카페 #빙수
#돈가스 #음식 #아메리카노 #카페라떼 #카페모카 #디저트 #브런치"
1469	카페한라산	제주특별자치도 제주시 구좌읍 면수1길 48	"#당근케이크 #아메리카노 #커피
#음료 #디저트 #카페 #세화해변 #음식"
1470	카페힐스	제주특별자치도 제주시 추자면 신양4길 18	"#추자카페 #추자무인카페 #추자도
#카페 #음식 #아메리카노 #에스프레소 #주스 #스무디 #딸기스무디 #바닐라라떼 #카페라떼 #녹차라떼 #식당"
1471	커먼브릭	제주특별자치도 제주시 월랑로 9	"#카페 #커피 #주스
#에이드 #음식 #아메리카노 #카푸치노 #디저트 #생크림케익 #카페라떼"
1472	커피가게&쉬고가게	제주특별자치도 서귀포시 표선면 민속해안로 593	"#표선 #해비치 #빙수
#민박 #음식 #카페 #망고빙수 #팥빙수"
1473	커피로카	제주특별자치도 제주시 고마로 86	"#카페 #커피 #음료
#빙수 #음식 #팥빙수 #망고빙수 #눈꽃빙수"
1474	커피림	제주특별자치도 제주시 수목원길 27	"#카페 #커피 #케이크
#음식 #팥빙수 #아메리카노 #카페라떼 #과일주스 #주스 #카페모카 #에스프레소"
1475	커피먹는 고냉이	제주특별자치도 서귀포시 성산읍 신양로 103	"#빙수 #커피 #디저트
#카페 #음식 #수플레 #단호박죽 #전복죽 #아메리카노 #카페라떼 #차 #청귤차"
1476	커피스케치	제주특별자치도 서귀포시 안덕면 사계남로216번길 24-32	"#크로플 #아포가토 #커피
#음료 #디저트 #용머리해안 #음식 #카페"
1477	커피앤빵	제주특별자치도 제주시 추자면 추자로 58-1	"#커피 #빵 #에이드
#음식 #아메리카노 #카페라떼 #카페모카 #바닐라라떼 #녹차라떼 #팥빙수 #오미자주스"
1478	커피주의보	제주시 남광로 16	"#케이크 #에이드 #음료
#카페 #음식 #바닐라라떼 #딸기라떼 #얼그레이 #캐모마일 #쿠키 #밀크티 #아메리카노"
1479	커피코알라	제주특별자치도 제주시 과원북4길 71	"#카페 #커피 #빙수
#아메리카노 #음식 #핸드드립커피 #팥빙수 #눈꽃우유빙수"
1480	커피템플	제주특별자치도 제주시 영평길 269 1층	#커피 #카페 #음식
1481	커피파인더	제주특별자치도 제주시 서광로32길 20	"#카페 #음료 #커피
#수박주스 #음식 #아메리카노 #카페라떼 #카페모카 #쿠키 #디저트 #에이드 #과일주스 #주스"
1482	컬쳐드 아라점	제주특별자치도 제주시 승천로 81	"#베라체 #파스타 #리조또
#피자 #음식 #식당"
1483	컴플리트커피	제주특별자치도 제주시 국기로4길 1	"#카페 #오름라떼 #커피
#케이크 #베이글 #샌드위치 #음식 #아메리카노 #에스프레소 #카페라떼 #에이드 #쿠키 #초코파운드"
1484	컴홈	제주특별자치도 제주시 노형6길 9	"#카페 #커피 #브런치
#음식 #밀크티 #돈가스 #수제돈까스 #돈까스 #치즈돈까스"
1485	코끼리통닭	제주특별자치도 제주시 동문로 4	#치킨 #통닭 #음식
1486	코너스윗	제주특별자치도 제주시 제원길 14	"#디저트 #돈까스 #쿠키
#타르트 #카페 #음식"
1487	코코티에	제주특별자치도 서귀포시 표선면 표선당포로 21-3	"#표선해수욕장 #카페 #커피
#음료 #디저트 #음식"
1488	콜로세움	제주특별자치도 제주시 민오름길 14	"#연북로 #샤게라또 #숲
#빵지순례 #베이커리 #아포카토 #명란바게트 #음식 #카페 #빵"
1489	쿠싱 샌드위치	제주특별자치도 제주시 한경면 중산간서로 3728 (저지리)	"#샌드위치 #덮밥 #순두부찌개
#음식"
1490	쿡이야	제주특별자치도 제주시 애월읍 고내로7길 44	"#밀푀유 #나베 #일식
#샤브샤브 #음식 #죽 #어묵나베 #새우튀김 #샐러드"
1491	큐티파이 카페	제주특별자치도 제주시 애월읍 애월해안로 610	"#카페큐티 #아인슈페너 #골든콘파냐
#애월해안도로 #음식 #카페"
1492	크래커스 한경점	제주특별자치도 제주시 한경면 낙수로 1	"#로스팅 #아메리카노 #카페라떼
#음식 #카페 #에스프레소"
1493	큰돈가 본점	제주특별자치도 서귀포시 대정읍 형제해안로 296	"#흑돼지구이 #근고기 #김치찌개
#제주흑돼지 #음식 #식당"
1494	큰돈가 중문점	제주특별자치도 서귀포시 천제연로 89	"#흑돼지구이 #김치찌개 #근고기
#백돼지 #중문 #소금 #음식 #식당"
1495	클로리스 제주성산점	제주특별자치도 서귀포시 성산읍 성산등용로17번길 55	"#밀크티 #홍차 #커피
#카페 #티타임 #음식"
1496	키친그듸	제주특별자치도 제주시 애월읍 하귀동남1길 25-1 1층	"#정식 #돔베고기 #해물뚝배기
#한식 #음식 #갈치 #갈치구이 #갈치조림 #제주갈치조림 #제주갈치구이 #전복 #전복죽 #전복물회"
1497	킨포크	제주특별자치도 제주시 노형3길 8	"#브루스케타 #브런치카페 #카페
#커피 #음식 #흑돼지 #흑돼지구이"
1498	타무라	제주특별자치도 제주시 조천읍 중산간동로 670	"#분짜 #팟타이 #쌀국수
#태국음식 #음식"
1499	탐라 뚝배기	제주특별자치도 서귀포시 표선면 표선백사로 127	"#해물뚝배기 #생선구이 #고등어구이
#음식"
1500	탐라가든	제주특별자치도 제주시 서사로 51	"#흑돼지 #오겹살 #갈비탕
#한식 #음식 #갈비 #양념갈비 #냉면"
1501	탐라반상	제주특별자치도 제주시 한경면 녹차분재로 462	"#뷔페 #로컬푸드 #음식
#샐러드 #흑돼지 #흑돼지구이"
1502	탐라화덕피자	제주특별자치도 서귀포시 막숙포로 46	"#피자 #파스타 #리조또
#양식 #음식 #화덕피자"
1503	탐라흑돼지	제주특별자치도 서귀포시 성산읍 성산중앙로 60-1	"#흑돼지 #육회 #냉면
#옥돔구이 #음식 #흑돼지구이 #오겹살 #갈비"
1504	탑해장국앤돈가스	제주특별자치도 제주시 신대로7길 7	"#신제주 #해장국 #돈가스
#음식 #식당"
1505	태산봉해장국	제주특별자치도 제주시 성지로 67-1	"#해장국 #곰탕 #전골
#국밥 #아침식사 #음식 #식당"
1506	탭룸3029	제주특별자치도 제주시 1100로 3029	"#미국 #양식 #가정식
#미국남부 #음식 #수제맥주 #미트볼파스타 #크림파스타 #식당"
1507	탭하우스더코너	제주특별자치도 제주시 도령로 27	"#수제맥주 #맥주 #피자
#음식 #페페로니햄피자 #감자튀김 #와인 #치킨"
1508	털보네 고양이	제주특별자치도 서귀포시 남원읍 태위로 381	"#덮밥 #가정식 #음식
#짬뽕 #감자고로케 #샐러드 #우동 #치킨 #치킨샐러드"
1509	텍시아	제주특별자치도 제주시 구좌읍 평대2길 39-28	"#카페 #버거 #커피
#음식 #햄버거 #치즈버거 #햄버거스테이크 #수제맥주"
1510	토계정	제주특별자치도 제주시 조천읍 교래3길 1	"#샤브샤브 #한방토종닭백숙 #한방오리백숙
#한식 #음식 #능이버섯닭백숙 #오리백숙 #백숙"
1511	토끼문	제주특별자치도 제주시 구좌읍 해맞이해안로 456	"#버터스카치카페라떼 #엘더멜로우 #제주청귤차
#음식 #카페"
1512	토담골	제주특별자치도 제주시 간월동로 5	"#토종닭 #삼계탕 #닭백숙
#닭볶음탕 #음식 #오리백숙"
1513	토이다방	제주특별자치도 제주시 승천로 45	"#피규어 #장난감 #키덜트
#보드게임 #음식"
1514	토향	제주특별자치도 제주시 한경면 연명로 372	"#술 #전통주 #오가피
#오가피술 #음식"
1515	파도소리해녀촌	제주 제주시 우도면 우도해안길 510	"#뿔소라회 #문어숙회 #해산물
#톳칼국수 #성게미역국 #음식 #해물칼국수 #보말칼국수 #해물뚝배기 #보말죽 #전복죽 #칼국수"
1516	파라토도스	제주특별자치도 제주시 한림읍 금능길 87	"#브런치 #카페 #커피
#음료 #식사 #금능해변맛집 #음식"
1517	파리바게뜨 성산일출봉점	제주특별자치도 서귀포시 성산읍 일출로 270-1	"#빵집 #베이커리 #제과
#제빵 #음식 #빵 #아메리카노 #디저트 #생크림케익"
1518	파리바게트 도남점	제주특별자치도 제주시 도남로 53	"#빵 #제과 #베이커리
#음식 #아메리카노 #과일주스"
1519	파리바게트 애월	제주특별자치도 제주시 애월읍 애월로 128	"#빵집 #베이커리 #제과
#제빵 #음식 #빵 #아메리카노 #과일주스"
1520	파리바게트 제스코본점	제주특별자치도 제주시 연북로 444	"#빵집 #베이커리 #제과
#제빵 #음식 #빵 #아메리카노 #과일주스"
1521	파스쿠찌 도남점	제주특별자치도 제주시 연북로 444	"#카페 #음료 #커피
#디저트 #음식 #아메리카노 #에스프레소 #카푸치노 #카페라떼 #바닐라라떼 #녹차라떼 #딸기라떼 #카페모카 #스무디 #파니니"
1522	파시랑	제주특별자치도 서귀포시 솔동산로 15 (서귀동)	"#팥 #팥빙수 #디저트
#카페 #음식 #녹차팥빙수 #청귤차"
1523	팔도수산식당	제주특별자치도 제주시 임항로 27	"#생선구이 #갈치조림 #전복뚝배기
#복지리 #제주맛집 #원도심맛집 #횟집 #활어회 #성게국 #물회 #음식 #식당"
1524	팜스테이블	제주특별자치도 제주시 수목원길 41	"#티본스테이크 #파스타 #샐러드
#음식 #스테이크 #토마호크스테이크 #꽃등심스테이크 #햄버거스테이크 #봉골레파스타 #해물파스타 #크림파스타 #미트볼파스타 #리조또"
1525	팝업 플라자	제주특별자치도 제주시 노연로 12	"#휴식/힐링 #커플 #친구
#아이 #카페 #음식 #치즈케이크 #떡볶이 #주스 #식당 #케이크"
1526	패밀리만두	제주특별자치도 제주시 국기로 9	"#연동 #고기만두 #옛날만두
#김치만두 #새우만두 #찐빵 #음식 #식당"
1527	펠릭스	제주특별자치도 서귀포시 일주동로 8835-16	"#서귀포 #서홍동카페 #커피
#음료 #엔틱 #천지연폭포 #음식 #카페"
